Candidate,Party,First_pref_count,First_pref_pct,Quota,Elected_on_Count,Status,Gender,Election_date,Electorate,number_of_candidates,seats_available,constituency_name,constituency_name_as_Gaeilge,quota,Outgoing,Seat
Ritchie Browne,Socialist Workers,698,0.016200000000000003,0.08,(3),Lost Deposit,Male,1997-06-06,66559,14,4,Dublin North Central,Baile Atha Cliath Thuaidh Lar,8634,,
Norman Hunt,Non party/Independent,36,0.0008,0.00,(3),Lost Deposit,Male,1997-06-06,66559,14,4,Dublin North Central,Baile Atha Cliath Thuaidh Lar,8634,,
Michael Woods,Fianna Fail,5735,0.1537,0.77,7,Made Quota,Male,1997-06-06,59497,14,4,Dublin North East,Baile Atha Cliath Thoir Thuaidh,7461,TD,1
Michael Joe Cosgrave,Fine Gael,4173,0.1119,0.56,8,Made Quota,Male,1997-06-06,59497,14,4,Dublin North East,Baile Atha Cliath Thoir Thuaidh,7461,,2
Tommy P Broughan,Labour,3447,0.0924,0.46,8,Made Quota,Male,1997-06-06,59497,14,4,Dublin North East,Baile Atha Cliath Thoir Thuaidh,7461,TD,3
Martin Brady,Fianna Fail,5018,0.13449999999999998,0.67,10,Elected,Male,1997-06-06,59497,14,4,Dublin North East,Baile Atha Cliath Thoir Thuaidh,7461,,4
Liam Fitzgerald,Fianna Fail,4394,0.11779999999999999,0.59,(10),Not Elected,Male,1997-06-06,59497,14,4,Dublin North East,Baile Atha Cliath Thoir Thuaidh,7461,TD,
Seán Kenny,Labour,2986,0.0801,0.40,(7),Eliminated,Male,1997-06-06,59497,14,4,Dublin North East,Baile Atha Cliath Thoir Thuaidh,7461,TD,
Mairead Foley,Progressive Democrats,2911,0.078,0.39,(6),Eliminated,Female,1997-06-06,59497,14,4,Dublin North East,Baile Atha Cliath Thoir Thuaidh,7461,,
Joan Maher,Fine Gael,2877,0.0771,0.39,(5),Eliminated,Female,1997-06-06,59497,14,4,Dublin North East,Baile Atha Cliath Thoir Thuaidh,7461,,
Larry O'Toole,Sinn Féin,2212,0.0593,0.30,(4),Eliminated,Male,1997-06-06,59497,14,4,Dublin North East,Baile Atha Cliath Thoir Thuaidh,7461,,
Donna Cooney,Green/Comhaontas Glas,1332,0.035699999999999996,0.18,(3),Lost Deposit,Female,1997-06-06,59497,14,4,Dublin North East,Baile Atha Cliath Thoir Thuaidh,7461,,
Anthony Creevey,Democratic Left,1381,0.037000000000000005,0.19,(2),Lost Deposit,Male,1997-06-06,59497,14,4,Dublin North East,Baile Atha Cliath Thoir Thuaidh,7461,,
Owen Poole,Non party/Independent,641,0.0172,0.09,(1),Lost Deposit,Male,1997-06-06,59497,14,4,Dublin North East,Baile Atha Cliath Thoir Thuaidh,7461,,
John Burns,Natural Law,155,0.0042,0.02,(1),Lost Deposit,Male,1997-06-06,59497,14,4,Dublin North East,Baile Atha Cliath Thoir Thuaidh,7461,,
Lar Fraser,Non party/Independent,39,0.001,0.01,(1),Lost Deposit,Male,1997-06-06,59497,14,4,Dublin North East,Baile Atha Cliath Thoir Thuaidh,7461,,
Noel Ahern,Fianna Fail,11075,0.3018,1.51,1,Made Quota,Male,1997-06-06,60374,15,4,Dublin North West,Baile Atha Cliath Thiar Thuaidh,7340,TD,1
Pat Carey,Fianna Fail,6188,0.1686,0.84,2,Made Quota,Male,1997-06-06,60374,15,4,Dublin North West,Baile Atha Cliath Thiar Thuaidh,7340,,2
Roisin Shortall,Labour,4084,0.11130000000000001,0.56,10,Elected,Female,1997-06-06,60374,15,4,Dublin North West,Baile Atha Cliath Thiar Thuaidh,7340,,3
Proinsias de Rossa,Democratic Left,3701,0.1008,0.50,10,Elected,Male,1997-06-06,60374,15,4,Dublin North West,Baile Atha Cliath Thiar Thuaidh,7340,,4
Brendan Brady,Fine Gael,2901,0.079,0.40,(10),Not Elected,Male,1997-06-06,60374,15,4,Dublin North West,Baile Atha Cliath Thiar Thuaidh,7340,,
Mary Flaherty,Fine Gael,2825,0.077,0.38,(9),Eliminated,Female,1997-06-06,60374,15,4,Dublin North West,Baile Atha Cliath Thiar Thuaidh,7340,TD,
Dr Bill Tormey,Non party/Independent,1479,0.0403,0.20,(8),Eliminated,Male,1997-06-06,60374,15,4,Dublin North West,Baile Atha Cliath Thiar Thuaidh,7340,,
Tom Simpson,Green/Comhaontas Glas,1525,0.0416,0.21,(7),Eliminated,Male,1997-06-06,60374,15,4,Dublin North West,Baile Atha Cliath Thiar Thuaidh,7340,,
Tony Taaffe,Non party/Independent,1171,0.0319,0.16,(6),Eliminated,Male,1997-06-06,60374,15,4,Dublin North West,Baile Atha Cliath Thiar Thuaidh,7340,,
Joe MacDonough,National Party,614,0.0167,0.08,(5),Lost Deposit,Male,1997-06-06,60374,15,4,Dublin North West,Baile Atha Cliath Thiar Thuaidh,7340,,
Kathleen Maher,Non party/Independent,479,0.0131,0.07,(5),Lost Deposit,Female,1997-06-06,60374,15,4,Dublin North West,Baile Atha Cliath Thiar Thuaidh,7340,,
John Dunne,Workers',489,0.013300000000000001,0.07,(4),Lost Deposit,Male,1997-06-06,60374,15,4,Dublin North West,Baile Atha Cliath Thiar Thuaidh,7340,,
T J Fay,Non party/Independent,82,0.0022,0.01,(3),Lost Deposit,Male,1997-06-06,60374,15,4,Dublin North West,Baile Atha Cliath Thiar Thuaidh,7340,,
Gerard Doolan,Non party/Independent,73,0.002,0.01,(3),Lost Deposit,Male,1997-06-06,60374,15,4,Dublin North West,Baile Atha Cliath Thiar Thuaidh,7340,,
Maria McCool,Non party/Independent,13,0.0004,0.00,(3),Lost Deposit,Male,1997-06-06,60374,15,4,Dublin North West,Baile Atha Cliath Thiar Thuaidh,7340,,
Gay Mitchell,Fine Gael,8910,0.21960000000000002,1.10,1,Made Quota,Male,1997-06-06,68146,21,4,Dublin South Central,Baile Atha Cliath Theas Lar,8116,TD,1
Seán Ardagh,Fianna Fail,4634,0.1142,0.57,15,Made Quota,Male,1997-06-06,68146,21,4,Dublin South Central,Baile Atha Cliath Theas Lar,8116,,2
Ben Briscoe,Fianna Fail,4762,0.1174,0.59,15,Elected,Male,1997-06-06,68146,21,4,Dublin South Central,Baile Atha Cliath Theas Lar,8116,TD,3
Pat Upton,Labour,4224,0.1041,0.52,15,Elected,Male,1997-06-06,68146,21,4,Dublin South Central,Baile Atha Cliath Theas Lar,8116,TD,4
Eric Byrne,Democratic Left,4586,0.113,0.57,(15),Not Elected,Male,1997-06-06,68146,21,4,Dublin South Central,Baile Atha Cliath Theas Lar,8116,TD,
Michael Mulcahy,Fianna Fail,4574,0.1127,0.56,(14),Eliminated,Male,1997-06-06,68146,21,4,Dublin South Central,Baile Atha Cliath Theas Lar,8116,,
Martina Kenna,Sinn Féin,1937,0.04769999999999999,0.24,(13),Eliminated,Female,1997-06-06,68146,21,4,Dublin South Central,Baile Atha Cliath Theas Lar,8116,,
Cait Keane,Progressive Democrats,2031,0.0501,0.25,(12),Eliminated,Female,1997-06-06,68146,21,4,Dublin South Central,Baile Atha Cliath Theas Lar,8116,,
John Goodwillie,Green/Comhaontas Glas,1603,0.0395,0.20,(11),Eliminated,Male,1997-06-06,68146,21,4,Dublin South Central,Baile Atha Cliath Theas Lar,8116,,
Ruairi McGinley,Fine Gael,1215,0.029900000000000003,0.15,(10),Lost Deposit,Male,1997-06-06,68146,21,4,Dublin South Central,Baile Atha Cliath Theas Lar,8116,,
Eamonn Gavin,Non party/Independent,367,0.009000000000000001,0.05,(9),Lost Deposit,Male,1997-06-06,68146,21,4,Dublin South Central,Baile Atha Cliath Theas Lar,8116,,
Martin Walsh,Socialist,328,0.008100000000000001,0.04,(9),Lost Deposit,Male,1997-06-06,68146,21,4,Dublin South Central,Baile Atha Cliath Theas Lar,8116,,
Andre Lyder,Non party/Independent,350,0.0086,0.04,(9),Lost Deposit,Male,1997-06-06,68146,21,4,Dublin South Central,Baile Atha Cliath Theas Lar,8116,,
Shay Kelly,Workers',297,0.0073,0.04,(9),Lost Deposit,Male,1997-06-06,68146,21,4,Dublin South Central,Baile Atha Cliath Theas Lar,8116,,
Brid Smith,Socialist Workers,218,0.0054,0.03,(8),Lost Deposit,Female,1997-06-06,68146,21,4,Dublin South Central,Baile Atha Cliath Theas Lar,8116,,
Seán Kelly,Non party/Independent,125,0.0031,0.02,(7),Lost Deposit,Male,1997-06-06,68146,21,4,Dublin South Central,Baile Atha Cliath Theas Lar,8116,,
Brendan O'Reilly,Non party/Independent,132,0.0033,0.02,(6),Lost Deposit,Male,1997-06-06,68146,21,4,Dublin South Central,Baile Atha Cliath Theas Lar,8116,,
Michael Dwyer,Natural Law,92,0.0023,0.01,(5),Lost Deposit,Male,1997-06-06,68146,21,4,Dublin South Central,Baile Atha Cliath Theas Lar,8116,,
Colm Callanan,Non party/Independent,91,0.0022,0.01,(4),Lost Deposit,Male,1997-06-06,68146,21,4,Dublin South Central,Baile Atha Cliath Theas Lar,8116,,
Dean O'Nuallain,Non party/Independent,80,0.002,0.01,(3),Lost Deposit,Male,1997-06-06,68146,21,4,Dublin South Central,Baile Atha Cliath Theas Lar,8116,,
David Henry,Non party/Independent,23,0.0006,0.00,(2),Lost Deposit,Male,1997-06-06,68146,21,4,Dublin South Central,Baile Atha Cliath Theas Lar,8116,,
Eoin Ryan Jnr,Fianna Fail,6494,0.1771,0.89,7,Made Quota,Male,1997-06-06,64215,14,4,Dublin South East,Baile Atha Cliath Thoir Theas,7335,TD,1
Frances Fitzgerald,Fine Gael,5501,0.15,0.75,9,Made Quota,Female,1997-06-06,64215,14,4,Dublin South East,Baile Atha Cliath Thoir Theas,7335,TD,2
Ruairi Quinn,Labour,6113,0.16670000000000001,0.83,10,Made Quota,Male,1997-06-06,64215,14,4,Dublin South East,Baile Atha Cliath Thoir Theas,7335,TD,3
John Gormley,Green/Comhaontas Glas,4296,0.11710000000000001,0.59,11,Elected,Male,1997-06-06,64215,14,4,Dublin South East,Baile Atha Cliath Thoir Theas,7335,,4
Michael McDowell,Progressive Democrats,4022,0.1097,0.55,(11),Not Elected,Male,1997-06-06,64215,14,4,Dublin South East,Baile Atha Cliath Thoir Theas,7335,TD,
Joe Doyle,Fine Gael,4541,0.12380000000000001,0.62,(8),Eliminated,Male,1997-06-06,64215,14,4,Dublin South East,Baile Atha Cliath Thoir Theas,7335,,
Noel Whelan,Fianna Fail,2962,0.0808,0.40,(6),Eliminated,Male,1997-06-06,64215,14,4,Dublin South East,Baile Atha Cliath Thoir Theas,7335,,
Marie Kirrane,National Party,1169,0.0319,0.16,(5),Lost Deposit,Female,1997-06-06,64215,14,4,Dublin South East,Baile Atha Cliath Thoir Theas,7335,,
Tom Crilly,Workers',694,0.0189,0.09,(4),Lost Deposit,Male,1997-06-06,64215,14,4,Dublin South East,Baile Atha Cliath Thoir Theas,7335,,
Peadar O'Grady,Socialist Workers,410,0.011200000000000002,0.06,(3),Lost Deposit,Male,1997-06-06,64215,14,4,Dublin South East,Baile Atha Cliath Thoir Theas,7335,,
Mary Daly,Natural Law,231,0.0063,0.03,(3),Lost Deposit,Female,1997-06-06,64215,14,4,Dublin South East,Baile Atha Cliath Thoir Theas,7335,,
Joe Guerin,Non party/Independent,110,0.003,0.01,(2),Lost Deposit,Male,1997-06-06,64215,14,4,Dublin South East,Baile Atha Cliath Thoir Theas,7335,,
William Gorman,Non party/Independent,99,0.0027,0.01,(2),Lost Deposit,Male,1997-06-06,64215,14,4,Dublin South East,Baile Atha Cliath Thoir Theas,7335,,
John Harspur,Non party/Independent,29,0.0008,0.00,(1),Lost Deposit,Male,1997-06-06,64215,14,4,Dublin South East,Baile Atha Cliath Thoir Theas,7335,,
Brian Hayes,Fine Gael,6487,0.155,0.93,5,Made Quota,Male,1997-06-06,75646,15,5,Dublin South West,Baile Atha Cliath Thiar Theas,6976,Senator,1
Chris Flood,Fianna Fail,5195,0.1241,0.74,7,Made Quota,Male,1997-06-06,75646,15,5,Dublin South West,Baile Atha Cliath Thiar Theas,6976,TD,2
Pat Rabbitte,Democratic Left,5094,0.1217,0.73,7,Made Quota,Male,1997-06-06,75646,15,5,Dublin South West,Baile Atha Cliath Thiar Theas,6976,TD,3
Mary Harney,Progressive Democrats,4713,0.11259999999999999,0.68,7,Elected,Female,1997-06-06,75646,15,5,Dublin South West,Baile Atha Cliath Thiar Theas,6976,TD,4
Conor Lenihan,Fianna Fail,4436,0.106,0.64,7,Elected,Male,1997-06-06,75646,15,5,Dublin South West,Baile Atha Cliath Thiar Theas,6976,,5
Eamonn Walsh,Labour,4070,0.09720000000000001,0.58,(7),Not Elected,Male,1997-06-06,75646,15,5,Dublin South West,Baile Atha Cliath Thiar Theas,6976,TD,
Seán Crowe,Sinn Féin,3725,0.08900000000000001,0.53,(6),Eliminated,Male,1997-06-06,75646,15,5,Dublin South West,Baile Atha Cliath Thiar Theas,6976,,
Colm McGrath,Fianna Fail,2898,0.0692,0.42,(5),Eliminated,Male,1997-06-06,75646,15,5,Dublin South West,Baile Atha Cliath Thiar Theas,6976,,
Mick Murphy,Socialist,2026,0.0484,0.29,(4),Eliminated,Male,1997-06-06,75646,15,5,Dublin South West,Baile Atha Cliath Thiar Theas,6976,,
Monique Federsel,Green/Comhaontas Glas,1315,0.031400000000000004,0.19,(3),Lost Deposit,Female,1997-06-06,75646,15,5,Dublin South West,Baile Atha Cliath Thiar Theas,6976,,
Colm Tyndall,Progressive Democrats,995,0.023799999999999998,0.14,(2),Lost Deposit,Male,1997-06-06,75646,15,5,Dublin South West,Baile Atha Cliath Thiar Theas,6976,,
Marie Kinsella,Non party/Independent,509,0.012199999999999999,0.07,(1),Lost Deposit,Female,1997-06-06,75646,15,5,Dublin South West,Baile Atha Cliath Thiar Theas,6976,,
Dermot Mara,Non party/Independent,242,0.0058,0.03,(1),Lost Deposit,Male,1997-06-06,75646,15,5,Dublin South West,Baile Atha Cliath Thiar Theas,6976,,
Harry Richards,Non party/Independent,76,0.0018,0.01,(1),Lost Deposit,Male,1997-06-06,75646,15,5,Dublin South West,Baile Atha Cliath Thiar Theas,6976,,
Denis Dowling,Non party/Independent,71,0.0017000000000000001,0.01,(1),Lost Deposit,Male,1997-06-06,75646,15,5,Dublin South West,Baile Atha Cliath Thiar Theas,6976,,
Frank Fahey,Fianna Fail,9321,0.19329999999999997,1.16,1,Made Quota,Male,1997-06-06,78064,14,5,Galway West,Gaillimh Thiar,8036,Senator,1
Eamon O Cuiv,Fianna Fail,8250,0.1711,1.03,1,Made Quota,Male,1997-06-06,78064,14,5,Galway West,Gaillimh Thiar,8036,,2
Padraic McCormack,Fine Gael,7221,0.14980000000000002,0.90,7,Made Quota,Male,1997-06-06,78064,14,5,Galway West,Gaillimh Thiar,8036,TD,3
Michael D Higgins,Labour,4856,0.1007,0.60,11,Made Quota,Male,1997-06-06,78064,14,5,Galway West,Gaillimh Thiar,8036,TD,4
Bobby Molloy,Progressive Democrats,5914,0.12269999999999999,0.74,11,Made Quota,Male,1997-06-06,78064,14,5,Galway West,Gaillimh Thiar,8036,TD,5
Margaret Cox,Fianna Fail,2941,0.061,0.37,(11),Not Elected,Female,1997-06-06,78064,14,5,Galway West,Gaillimh Thiar,8036,TD,
Pol Bainin O Foighil,Fine Gael,1807,0.0375,0.22,(10),Eliminated,Male,1997-06-06,78064,14,5,Galway West,Gaillimh Thiar,8036,,
Pat Fitzpatrick,Green/Comhaontas Glas,1660,0.0344,0.21,(9),Eliminated,Male,1997-06-06,78064,14,5,Galway West,Gaillimh Thiar,8036,,
Seán O Neachtain,Fianna Fail,1639,0.034,0.20,(8),Eliminated,Male,1997-06-06,78064,14,5,Galway West,Gaillimh Thiar,8036,,
Thomas O'Malley,Fine Gael,1682,0.0349,0.21,(6),Lost Deposit,Male,1997-06-06,78064,14,5,Galway West,Gaillimh Thiar,8036,,
Mike Egan,Sinn Féin,1209,0.025099999999999997,0.15,(5),Lost Deposit,Male,1997-06-06,78064,14,5,Galway West,Gaillimh Thiar,8036,,
Liam Downes,National Party,959,0.0199,0.12,(4),Lost Deposit,Male,1997-06-06,78064,14,5,Galway West,Gaillimh Thiar,8036,,
Luke Flanagan,Non party/Independent,548,0.011399999999999999,0.07,(3),Lost Deposit,Male,1997-06-06,78064,14,5,Galway West,Gaillimh Thiar,8036,,
Maria Ni Dhomhnaill,Natural Law,205,0.0043,0.03,(3),Lost Deposit,Male,1997-06-06,78064,14,5,Galway West,Gaillimh Thiar,8036,,
Dick Spring,Labour,10699,0.299,1.20,1,Made Quota,Male,1997-06-06,51348,6,3,Kerry North,Ciarrai Thuaidh,8945,TD,1
Jimmy Deenihan,Fine Gael,8689,0.2429,0.97,2,Made Quota,Male,1997-06-06,51348,6,3,Kerry North,Ciarrai Thuaidh,8945,TD,2
Denis Foley,Fianna Fail,5376,0.1503,0.60,4,Made Quota,Male,1997-06-06,51348,6,3,Kerry North,Ciarrai Thuaidh,8945,TD,3
Martin Ferris,Sinn Féin,5691,0.1591,0.64,(4),Not Elected,Male,1997-06-06,51348,6,3,Kerry North,Ciarrai Thuaidh,8945,,
Thomas McEllistrim,Fianna Fail,4036,0.1128,0.45,(3),Eliminated,Male,1997-06-06,51348,6,3,Kerry North,Ciarrai Thuaidh,8945,,
Ciaran O'Connell,National Party,1288,0.036000000000000004,0.14,(3),Lost Deposit,Male,1997-06-06,51348,6,3,Kerry North,Ciarrai Thuaidh,8945,,
John O'Donoghue,Fianna Fail,7204,0.203,0.81,5,Made Quota,Male,1997-06-06,48164,9,3,Kerry South,Ciarrai Theas,8875,TD,1
Jackie Healy Rae,Non party/Independent,7220,0.2034,0.81,5,Made Quota,Male,1997-06-06,48164,9,3,Kerry South,Ciarrai Theas,8875,,2
Breeda Moynihan Cronin,Labour,4988,0.1405,0.56,7,Made Quota,Female,1997-06-06,48164,9,3,Kerry South,Ciarrai Theas,8875,TD,3
Breandan MacGearailt,Non party/Independent,4172,0.1175,0.47,(7),Not Elected,Male,1997-06-06,48164,9,3,Kerry South,Ciarrai Theas,8875,,
Aidan O'Connor,Fine Gael,3041,0.0857,0.34,(6),Eliminated,Male,1997-06-06,48164,9,3,Kerry South,Ciarrai Theas,8875,,
Brian O'Leary,Fianna Fail,4079,0.1149,0.46,(4),Eliminated,Male,1997-06-06,48164,9,3,Kerry South,Ciarrai Theas,8875,,
Jim Kelly,Fine Gael,1847,0.052000000000000005,0.21,(3),Lost Deposit,Male,1997-06-06,48164,9,3,Kerry South,Ciarrai Theas,8875,,
P J Cronin,Non party/Independent,1557,0.043899999999999995,0.18,(2),Lost Deposit,Male,1997-06-06,48164,9,3,Kerry South,Ciarrai Theas,8875,,
Michael Gleeson,Non party/Independent,1388,0.0391,0.16,(1),Lost Deposit,Male,1997-06-06,48164,9,3,Kerry South,Ciarrai Theas,8875,,
Brian Cowen,Fianna Fail,10865,0.18710000000000002,1.12,1,Made Quota,Male,1997-06-06,84358,12,5,Laoighis Offaly,Laois Uibh Fhaili,9679,TD,1
John Moloney,Fianna Fail,8271,0.1424,0.85,4,Made Quota,Male,1997-06-06,84358,12,5,Laoighis Offaly,Laois Uibh Fhaili,9679,,2
Seán Fleming,Fianna Fail,5481,0.0944,0.57,5,Made Quota,Male,1997-06-06,84358,12,5,Laoighis Offaly,Laois Uibh Fhaili,9679,,3
Tom Enright,Fine Gael,8375,0.1442,0.87,5,Elected,Male,1997-06-06,84358,12,5,Laoighis Offaly,Laois Uibh Fhaili,9679,Senator,4
Charlie Flanagan,Fine Gael,8104,0.1396,0.84,5,Elected,Male,1997-06-06,84358,12,5,Laoighis Offaly,Laois Uibh Fhaili,9679,TD,5
Pat Gallagher,Labour,6741,0.1161,0.70,(5),Not Elected,Male,1997-06-06,84358,12,5,Laoighis Offaly,Laois Uibh Fhaili,9679,TD,
Ger Killally,Fianna Fail,4328,0.0745,0.45,(4),Eliminated,Male,1997-06-06,84358,12,5,Laoighis Offaly,Laois Uibh Fhaili,9679,,
Cathy Honan,Progressive Democrats,3778,0.06509999999999999,0.39,(3),Eliminated,Female,1997-06-06,84358,12,5,Laoighis Offaly,Laois Uibh Fhaili,9679,,
Peter McNamee,National Party,1099,0.0189,0.11,(2),Lost Deposit,Male,1997-06-06,84358,12,5,Laoighis Offaly,Laois Uibh Fhaili,9679,,
Seán Fennelly,Non party/Independent,516,0.0089,0.05,(2),Lost Deposit,Male,1997-06-06,84358,12,5,Laoighis Offaly,Laois Uibh Fhaili,9679,,
Joe McCormack,Non party/Independent,378,0.006500000000000001,0.04,(2),Lost Deposit,Male,1997-06-06,84358,12,5,Laoighis Offaly,Laois Uibh Fhaili,9679,,
Paddy Seery,Natural Law,134,0.0023,0.01,(2),Lost Deposit,Male,1997-06-06,84358,12,5,Laoighis Offaly,Laois Uibh Fhaili,9679,,
Willie O'Dea,Fianna Fail,12581,0.2531,1.52,1,Made Quota,Male,1997-06-06,76705,14,5,Limerick East,Luimneach Thoir,8284,TD,1
Michael Noonan,Fine Gael,10092,0.20309999999999997,1.22,1,Made Quota,Male,1997-06-06,76705,14,5,Limerick East,Luimneach Thoir,8284,TD,2
Eddie Wade,Fianna Fail,4798,0.0965,0.58,8,Made Quota,Male,1997-06-06,76705,14,5,Limerick East,Luimneach Thoir,8284,,3
Des O'Malley,Progressive Democrats,4358,0.0877,0.53,9,Made Quota,Male,1997-06-06,76705,14,5,Limerick East,Luimneach Thoir,8284,TD,4
Jim Kemmy,Labour,2702,0.054400000000000004,0.33,11,Elected,Male,1997-06-06,76705,14,5,Limerick East,Luimneach Thoir,8284,TD,5
Mary Jackman,Fine Gael,3084,0.0621,0.37,(11),Not Elected,Female,1997-06-06,76705,14,5,Limerick East,Luimneach Thoir,8284,,
John Ryan,Democratic Left,3403,0.06849999999999999,0.41,(10),Eliminated,Male,1997-06-06,76705,14,5,Limerick East,Luimneach Thoir,8284,,
Peter Power,Fianna Fail,2362,0.0475,0.29,(7),Eliminated,Male,1997-06-06,76705,14,5,Limerick East,Luimneach Thoir,8284,,
Jan O'Sullivan,Labour,1866,0.0375,0.23,(6),Eliminated,Female,1997-06-06,76705,14,5,Limerick East,Luimneach Thoir,8284,,
Eddie Creighton,Progressive Democrats,1817,0.0366,0.22,(5),Eliminated,Male,1997-06-06,76705,14,5,Limerick East,Luimneach Thoir,8284,,
Nora Bennis,National Party,1533,0.0308,0.19,(4),Lost Deposit,Female,1997-06-06,76705,14,5,Limerick East,Luimneach Thoir,8284,,
Eric Sheppard,Green/Comhaontas Glas,802,0.0161,0.10,(3),Lost Deposit,Male,1997-06-06,76705,14,5,Limerick East,Luimneach Thoir,8284,,
Noel Hannan,Non party/Independent,195,0.0039000000000000003,0.02,(3),Lost Deposit,Male,1997-06-06,76705,14,5,Limerick East,Luimneach Thoir,8284,,
Denis Riordan,Non party/Independent,108,0.0022,0.01,(3),Lost Deposit,Male,1997-06-06,76705,14,5,Limerick East,Luimneach Thoir,8284,,
Michael J Collins,Fianna Fail,6985,0.2078,0.83,6,Made Quota,Male,1997-06-06,47859,9,3,Limerick West,Luimneach Thiar,8404,TD,1
Dan Neville,Fine Gael,7026,0.209,0.84,6,Made Quota,Male,1997-06-06,47859,9,3,Limerick West,Luimneach Thiar,8404,Senator,2
Michael Finucane,Fine Gael,5476,0.1629,0.65,7,Elected,Male,1997-06-06,47859,9,3,Limerick West,Luimneach Thiar,8404,TD,3
Michael Brennan,Non party/Independent,3661,0.10890000000000001,0.44,(7),Not Elected,Male,1997-06-06,47859,9,3,Limerick West,Luimneach Thiar,8404,,
John Clifford,Fianna Fail,3921,0.1166,0.47,(5),Eliminated,Male,1997-06-06,47859,9,3,Limerick West,Luimneach Thiar,8404,,
John Gallahue,Non party/Independent,3355,0.0998,0.40,(4),Eliminated,Male,1997-06-06,47859,9,3,Limerick West,Luimneach Thiar,8404,,
Mary Kelly,Labour,1418,0.042199999999999994,0.17,(3),Lost Deposit,Female,1997-06-06,47859,9,3,Limerick West,Luimneach Thiar,8404,,
Jeanette McDonnell,Progressive Democrats,1406,0.0418,0.17,(2),Lost Deposit,Female,1997-06-06,47859,9,3,Limerick West,Luimneach Thiar,8404,,
Mike MacDomhnaill,Non party/Independent,366,0.0109,0.04,(1),Lost Deposit,Male,1997-06-06,47859,9,3,Limerick West,Luimneach Thiar,8404,,
Dermot Ahern,Fianna Fail,10192,0.22640000000000002,1.13,1,Made Quota,Male,1997-06-06,71086,15,4,Louth,Lu,9002,TD,1
Seamus Kirk,Fianna Fail,5667,0.1259,0.63,9,Made Quota,Male,1997-06-06,71086,15,4,Louth,Lu,9002,TD,2
Brendan McGahon,Fine Gael,4346,0.0966,0.48,12,Elected,Male,1997-06-06,71086,15,4,Louth,Lu,9002,TD,3
Michael Bell,Labour,4725,0.105,0.52,12,Elected,Male,1997-06-06,71086,15,4,Louth,Lu,9002,TD,4
Fergus O'Dowd,Fine Gael,4486,0.09970000000000001,0.50,(12),Not Elected,Male,1997-06-06,71086,15,4,Louth,Lu,9002,,
Terry Brennan,Fine Gael,3723,0.0827,0.41,(10),Eliminated,Male,1997-06-06,71086,15,4,Louth,Lu,9002,,
Owen Hanratty,Sinn Féin,2760,0.0613,0.31,(9),Eliminated,Male,1997-06-06,71086,15,4,Louth,Lu,9002,,
Dr Mary Grehan,Progressive Democrats,2395,0.053200000000000004,0.27,(8),Eliminated,Female,1997-06-06,71086,15,4,Louth,Lu,9002,,
Maria O'Brien Campbell,Fianna Fail,2151,0.0478,0.24,(7),Eliminated,Female,1997-06-06,71086,15,4,Louth,Lu,9002,,
Neil McCann,Green/Comhaontas Glas,1403,0.031200000000000002,0.16,(6),Lost Deposit,Male,1997-06-06,71086,15,4,Louth,Lu,9002,,
Frank Godfrey,Non party/Independent,1037,0.023,0.12,(5),Lost Deposit,Male,1997-06-06,71086,15,4,Louth,Lu,9002,,
Maeve Healy,Sinn Féin,891,0.019799999999999998,0.10,(4),Lost Deposit,Female,1997-06-06,71086,15,4,Louth,Lu,9002,,
Michael Salter,Non party/Independent,686,0.0152,0.08,(3),Lost Deposit,Male,1997-06-06,71086,15,4,Louth,Lu,9002,,
Brian Doyle,Non party/Independent,475,0.0106,0.05,(2),Lost Deposit,Male,1997-06-06,71086,15,4,Louth,Lu,9002,,
Dessie Taaffe,Non party/Independent,71,0.0016,0.01,(2),Lost Deposit,Male,1997-06-06,71086,15,4,Louth,Lu,9002,,
John Bruton,Fine Gael,13037,0.23,1.38,1,Made Quota,Male,1997-06-06,90125,16,5,Meath,An Mhi,9449,TD,1
Noel Dempsey,Fianna Fail,8701,0.1535,0.92,7,Made Quota,Male,1997-06-06,90125,16,5,Meath,An Mhi,9449,TD,2
Mary Wallace,Fianna Fail,7669,0.1353,0.81,8,Made Quota,Female,1997-06-06,90125,16,5,Meath,An Mhi,9449,TD,3
John V Farrelly,Fine Gael,5348,0.0943,0.57,10,Made Quota,Male,1997-06-06,90125,16,5,Meath,An Mhi,9449,Senator,4
Johnny Brady,Fianna Fail,7372,0.13,0.78,10,Elected,Male,1997-06-06,90125,16,5,Meath,An Mhi,9449,,5
Brian Fitzgerald,Labour,3695,0.0652,0.39,(10),Not Elected,Male,1997-06-06,90125,16,5,Meath,An Mhi,9449,TD,
